Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,2,2,2,2,2,2.0,0.0
ROA,3,3,3,3,3,3,3.0,0.0
Sales_growth_rate,4,5,4,4,6,4,4.6,0.8944271909999159
Operating_assets_Ratio,5,6,7,8,4,4,6.0,1.5811388300841898
P_to_B,6,7,5,6,5,5,5.8,0.8366600265340756
ROE,7,4,6,5,7,7,5.8,1.3038404810405297
Net_profit_margin,8,10,11,11,8,8,9.6,1.51657508881031
DPS,21,15,19,9,18,9,16.4,4.669047011971501
Cash_to_total_assets_ratio,10,11,10,10,9,10,10.0,0.7071067811865476
Return_ratio_without_risk,18,17,20,14,10,10,15.8,3.8987177379235853
Profit_margin_before_interest_and_taxes,12,16,18,15,11,11,14.4,2.8809720581775866
Operating_profit_margin,11,18,16,13,15,11,14.6,2.701851217221259
Fixed_asset_turnover,19,8,13,12,12,12,12.8,3.96232255123179
EPS,13,9,12,7,13,13,10.8,2.6832815729997477
Liquidity_ratios,17,13,15,19,16,13,16.0,2.23606797749979
DuPont_Ratio,9,14,14,18,17,14,14.4,3.507135583350036
Debt_to_equity_ratio,14,19,25,27,21,14,21.2,5.118593556827891
Equity_Ratio,15,20,26,28,22,15,22.2,5.118593556827891
Sale_to_current_assets,16,12,17,16,14,16,15.0,2.0
Stock_market_value,26,24,28,17,25,17,24.0,4.183300132670378
Gross_profit_margin,20,31,21,25,20,20,23.4,4.722287581247038
Net_profit_to_Gross_profit,27,23,24,21,26,21,24.2,2.3874672772626644
Net_profit_to_sale,25,22,22,20,24,22,22.6,1.949358868961793
Net_working_capital,31,28,32,22,30,22,28.6,3.974921382870358
Average_payment_period,24,21,23,24,19,24,22.2,2.16794833886788
Profit_margin_growth_rate,32,25,31,30,29,25,29.4,2.7018512172212596
Operating_profit_to_sale,28,26,27,23,28,28,26.4,2.073644135332772
Operating_cash_flow_to_sales,33,29,9,29,27,29,25.4,9.423375191511798
Current_assets_ratio,30,27,30,26,23,30,27.2,2.949576240750525
Total_income_growth,22,30,34,31,31,31,29.6,4.505552130427524
P_to_S,34,32,8,33,33,33,28.0,11.20267825120404
Cost_to_sales_ratio,37,34,29,32,34,34,33.2,2.949576240750525
EPS_growth,23,37,38,35,35,35,33.6,6.066300355241241
Capital,35,35,36,34,36,35,35.2,0.8366600265340756
Working_capital_return,36,36,40,36,37,36,37.0,1.7320508075688772
Quick_Ratio,38,40,37,41,43,37,39.8,2.3874672772626644
Debt_to_total_assets_ratio,39,33,35,38,38,38,36.6,2.5099800796022267
P_to_E,42,42,39,39,32,39,38.8,4.08656334834051
Total_asset_turnover,41,39,43,37,39,39,39.8,2.280350850198276
Current_ratio,29,38,33,40,40,40,36.0,4.847679857416329
Net_return_on_working_capital,40,41,42,43,41,41,41.4,1.140175425099138
Current_debt_to_total_debt_Ratio,44,45,41,42,42,42,42.8,1.6431676725154982
Cash_flow_returns_to_sales,43,43,44,44,44,44,43.6,0.5477225575051661
Longterm_debt_to_equity_ratio,45,44,45,45,45,45,44.8,0.4472135954999579
