Features,1,2,3,4,5,Mode,Mean,Std
P_to_B,1,1,1,1,2,1,1.2,0.4472135954999579
DuPont_Ratio,2,6,2,2,1,2,2.6,1.9493588689617927
Net_profit_to_Gross_profit,5,2,3,3,4,3,3.4,1.140175425099138
Net_profit_to_sale,4,3,4,4,3,4,3.6,0.5477225575051661
Operating_profit_to_sale,6,4,5,5,5,5,5.0,0.7071067811865476
Capital,3,5,8,6,6,6,5.6,1.816590212458495
Net_working_capital,7,7,6,9,7,7,7.2,1.0954451150103321
Quick_Ratio,16,17,9,7,12,7,12.2,4.324349662087931
Stock_market_value,8,8,12,10,8,8,9.2,1.7888543819998317
Cost_to_sales_ratio,9,10,21,15,20,9,15.0,5.522680508593631
Operating_cash_flow_to_sales,35,9,34,26,42,9,29.2,12.637246535539298
Debt_to_equity_ratio,12,11,10,12,10,10,11.0,1.0
Equity_Ratio,11,12,11,11,9,11,10.8,1.0954451150103324
ROA,22,20,19,29,11,11,20.2,6.457553716385176
Current_ratio,15,13,7,8,13,13,11.2,3.492849839314596
Fixed_asset_turnover,19,26,22,13,18,13,19.6,4.827007354458868
Profit_margin_growth_rate,28,33,13,16,17,13,21.4,8.61974477580398
Liquidity_ratios,21,16,15,18,14,14,16.8,2.7748873851023212
Return_from_market,20,14,33,25,26,14,23.6,7.092249290598858
Current_debt_to_total_debt_Ratio,29,31,36,14,15,14,25.0,9.924716620639604
Cash_flow_returns_to_sales,23,37,14,30,31,14,27.0,8.803408430829505
Current_assets_ratio,14,24,39,23,38,14,27.6,10.691117808723277
P_to_S,34,15,23,28,29,15,25.8,7.19027120489902
Sale_to_current_assets,17,19,24,20,30,17,22.0,5.1478150704935
ROE,33,27,35,17,41,17,30.6,9.09945053286186
P_to_E,13,18,18,22,16,18,17.4,3.286335345030997
Net_profit_margin,18,21,17,21,25,21,20.4,3.1304951684997055
ROI,41,25,28,43,21,21,31.6,9.838699100999074
Debt_to_total_assets_ratio,38,39,43,31,22,22,34.6,8.264381404557755
Operating_assets_Ratio,36,22,42,38,40,22,35.6,7.92464510246358
Longterm_debt_to_equity_ratio,10,23,20,19,23,23,19.0,5.338539126015656
Sales_growth_rate,24,41,16,24,24,24,25.8,9.17605579756357
Profit_margin_before_interest_and_taxes,26,28,25,36,34,25,29.8,4.919349550499537
EPS,25,35,41,37,28,25,33.2,6.572670690061993
Total_asset_turnover,31,32,26,27,33,26,29.8,3.1144823004794873
DPS,27,38,40,35,27,27,33.4,6.107372593840988
Working_capital_return,40,43,27,39,45,27,38.8,7.014271166700072
Average_payment_period,37,29,32,33,35,29,33.2,3.03315017762062
Gross_profit_margin,43,30,29,32,44,29,35.6,7.3006848993775915
EPS_growth,30,40,38,42,43,30,38.6,5.176871642217914
Net_return_on_working_capital,44,34,30,34,32,34,34.8,5.403702434442519
Return_ratio_without_risk,32,36,37,41,36,36,36.4,3.2093613071762426
Total_income_growth,39,42,31,45,39,39,39.2,5.215361924162119
Operating_profit_margin,42,45,44,44,37,44,42.4,3.2093613071762426
Cash_to_total_assets_ratio,45,44,45,40,19,45,38.6,11.148990985734988
