Algorithm,Number_of_Features,cross_validation_accuracy_mean,cross_validation_accuracy_std,test_accuracy_mean,test_accuracy_std,specificity_mean,specificity_std,sensitivity_mean,sensitivity_std,mcc_mean,mcc_std,f1_mean,f1_std,auc_roc_mean,auc_roc_std,aupr_mean,aupr_std,best_param_fold_1,best_param_fold_2,best_param_fold_3,best_param_fold_4,best_param_fold_5
LR,1,39.8,5.5,38.17,7.57,85.94,21.06,13.11,18.15,-0.9,3.9,15.49,19.54,50.94,6.61,66.73,11.42,"{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2996688741721854), np.int64(1): np.float64(0.8126293995859213)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2159090909090908), np.int64(1): np.float64(0.8492063492063492)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.3193548387096774), np.int64(1): np.float64(0.8051181102362205)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.5206611570247934), np.int64(1): np.float64(0.7449392712550608)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.4592592592592593), np.int64(1): np.float64(0.7606177606177607)}, 'C': 1}"
LR,2,41.69,5.04,39.76,7.44,85.04,16.26,15.22,15.03,1.62,4.11,20.47,15.69,59.22,6.58,69.53,10.09,"{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2996688741721854), np.int64(1): np.float64(0.8126293995859213)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2159090909090908), np.int64(1): np.float64(0.8492063492063492)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.3193548387096774), np.int64(1): np.float64(0.8051181102362205)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.5206611570247934), np.int64(1): np.float64(0.7449392712550608)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.4592592592592593), np.int64(1): np.float64(0.7606177606177607)}, 'C': 10}"
LR,3,42.09,4.8,40.36,8.18,87.18,13.76,14.77,15.18,2.39,2.07,20.11,16.56,60.07,6.6,70.45,9.08,"{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2996688741721854), np.int64(1): np.float64(0.8126293995859213)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2159090909090908), np.int64(1): np.float64(0.8492063492063492)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.3193548387096774), np.int64(1): np.float64(0.8051181102362205)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.5206611570247934), np.int64(1): np.float64(0.7449392712550608)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.4592592592592593), np.int64(1): np.float64(0.7606177606177607)}, 'C': 1}"
LR,4,42.19,4.72,39.39,8.58,86.48,14.29,13.79,15.58,-0.47,3.15,18.36,17.04,59.68,5.95,70.27,8.58,"{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2996688741721854), np.int64(1): np.float64(0.8126293995859213)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2159090909090908), np.int64(1): np.float64(0.8492063492063492)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.3193548387096774), np.int64(1): np.float64(0.8051181102362205)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.5206611570247934), np.int64(1): np.float64(0.7449392712550608)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.4592592592592593), np.int64(1): np.float64(0.7606177606177607)}, 'C': 1}"
LR,5,41.39,5.39,39.09,8.11,85.44,16.25,14.17,16.41,-1.56,3.9,18.35,17.56,59.57,6.09,70.29,8.81,"{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2996688741721854), np.int64(1): np.float64(0.8126293995859213)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2159090909090908), np.int64(1): np.float64(0.8492063492063492)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.3193548387096774), np.int64(1): np.float64(0.8051181102362205)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.5206611570247934), np.int64(1): np.float64(0.7449392712550608)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.4592592592592593), np.int64(1): np.float64(0.7606177606177607)}, 'C': 1}"
LR,6,41.19,5.44,39.26,8.33,85.79,15.6,14.17,16.41,-1.22,3.99,18.43,17.7,59.69,6.13,70.31,8.78,"{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2996688741721854), np.int64(1): np.float64(0.8126293995859213)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2159090909090908), np.int64(1): np.float64(0.8492063492063492)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.3193548387096774), np.int64(1): np.float64(0.8051181102362205)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.5206611570247934), np.int64(1): np.float64(0.7449392712550608)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.4592592592592593), np.int64(1): np.float64(0.7606177606177607)}, 'C': 1}"
LR,7,41.28,5.4,39.27,8.16,85.44,16.25,14.46,16.75,-1.27,4.12,18.65,17.89,59.83,6.22,70.33,8.82,"{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2996688741721854), np.int64(1): np.float64(0.8126293995859213)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2159090909090908), np.int64(1): np.float64(0.8492063492063492)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.3193548387096774), np.int64(1): np.float64(0.8051181102362205)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.5206611570247934), np.int64(1): np.float64(0.7449392712550608)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.4592592592592593), np.int64(1): np.float64(0.7606177606177607)}, 'C': 1}"
LR,8,41.35,5.3,39.18,8.05,85.27,16.58,14.46,16.75,-1.45,4.1,18.61,17.83,59.84,6.29,70.32,8.84,"{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2996688741721854), np.int64(1): np.float64(0.8126293995859213)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2159090909090908), np.int64(1): np.float64(0.8492063492063492)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.3193548387096774), np.int64(1): np.float64(0.8051181102362205)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.5206611570247934), np.int64(1): np.float64(0.7449392712550608)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.4592592592592593), np.int64(1): np.float64(0.7606177606177607)}, 'C': 1}"
LR,9,41.73,5.69,38.55,8.54,85.27,16.58,13.64,16.62,-2.34,2.82,17.43,17.18,58.23,7.42,69.59,7.92,"{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2996688741721854), np.int64(1): np.float64(0.8126293995859213)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2159090909090908), np.int64(1): np.float64(0.8492063492063492)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.3193548387096774), np.int64(1): np.float64(0.8051181102362205)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.5206611570247934), np.int64(1): np.float64(0.7449392712550608)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.4592592592592593), np.int64(1): np.float64(0.7606177606177607)}, 'C': 1}"
LR,10,42.39,5.92,40.32,7.63,84.45,16.33,16.52,15.56,1.28,5.65,22.13,15.96,59.15,8.03,70.06,8.5,"{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2996688741721854), np.int64(1): np.float64(0.8126293995859213)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.2159090909090908), np.int64(1): np.float64(0.8492063492063492)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.3193548387096774), np.int64(1): np.float64(0.8051181102362205)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.5206611570247934), np.int64(1): np.float64(0.7449392712550608)}, 'C': 10}","{'random_state': 216, 'class_weight': {np.int64(-1): np.float64(1.4592592592592593), np.int64(1): np.float64(0.7606177606177607)}, 'C': 1}"
