Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,1,1,1,6,2,1,2.2,2.16794833886788
P_to_B,2,2,2,1,1,2,1.6,0.5477225575051661
Operating_profit_to_sale,9,6,5,2,4,2,5.2,2.588435821108957
Net_profit_to_Gross_profit,10,5,3,3,5,3,5.2,2.8635642126552705
Net_profit_to_sale,6,4,4,4,3,4,4.2,1.0954451150103321
Longterm_debt_to_equity_ratio,5,19,16,17,18,5,15.0,5.70087712549569
Capital,11,7,6,5,6,6,7.0,2.345207879911715
Current_ratio,7,12,7,9,10,7,9.0,2.1213203435596424
Equity_Ratio,3,8,8,11,8,8,7.6,2.8809720581775866
Quick_Ratio,8,13,12,8,14,8,11.0,2.8284271247461903
Debt_to_equity_ratio,4,9,9,12,7,9,8.2,2.949576240750525
Net_working_capital,13,11,10,10,9,10,10.6,1.51657508881031
Stock_market_value,14,10,11,7,11,11,10.6,2.5099800796022267
Liquidity_ratios,12,14,13,13,12,12,12.8,0.8366600265340756
Net_profit_margin,17,15,22,14,26,14,18.8,5.06951674225463
Cost_to_sales_ratio,15,22,14,15,13,15,15.8,3.5637059362410923
Sale_to_current_assets,31,28,15,23,16,15,22.6,7.092249290598858
Gross_profit_margin,33,38,32,30,15,15,29.6,8.677557259966655
Sales_growth_rate,20,33,19,16,21,16,21.8,6.534523701081817
Profit_margin_growth_rate,16,43,18,22,27,16,25.2,10.80277742064512
Current_assets_ratio,35,17,25,20,17,17,22.8,7.563068160475615
ROA,22,20,17,28,35,17,24.4,7.162401831787993
P_to_E,18,39,28,36,31,18,30.4,8.142481194328912
EPS,25,32,29,19,23,19,25.6,5.079370039680118
Current_debt_to_total_debt_Ratio,19,29,33,42,40,19,32.6,9.235799911215054
Fixed_asset_turnover,43,16,20,18,20,20,23.4,11.081516141756055
Operating_cash_flow_to_sales,21,3,35,21,24,21,20.8,11.497825881443848
Total_asset_turnover,36,21,34,32,30,21,30.6,5.813776741499454
Net_return_on_working_capital,23,23,21,26,33,23,25.2,4.711687595755898
ROI,34,37,23,38,45,23,35.4,8.018728078691783
P_to_S,32,34,24,33,28,24,30.2,4.147288270665544
Return_from_market,29,25,31,35,39,25,31.8,5.403702434442518
Cash_to_total_assets_ratio,45,36,41,25,32,25,35.8,7.791020472312982
DPS,26,31,26,24,22,26,25.8,3.3466401061363023
EPS_growth,37,26,44,43,36,26,37.2,7.19027120489902
ROE,27,24,27,27,19,27,24.8,3.492849839314596
Average_payment_period,38,27,36,40,43,27,36.8,6.058052492344384
Total_income_growth,28,30,39,37,42,28,35.2,5.974947698515862
Cash_flow_returns_to_sales,30,40,30,31,25,30,31.2,5.449770637375485
Operating_assets_Ratio,42,35,38,34,41,34,38.0,3.5355339059327378
Profit_margin_before_interest_and_taxes,24,18,37,29,37,37,29.0,8.276472678623424
Return_ratio_without_risk,39,44,43,39,38,39,40.6,2.701851217221259
Debt_to_total_assets_ratio,40,42,40,45,44,40,42.2,2.2803508501982757
Operating_profit_margin,41,45,42,41,29,41,39.6,6.148170459575759
Working_capital_return,44,41,45,44,34,44,41.6,4.505552130427524
