Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROE,6,2,5,2,3,2,3.6,1.816590212458495
Sales_growth_rate,2,6,7,5,2,2,4.4,2.3021728866442674
Operating_assets_Ratio,3,3,3,7,7,3,4.6,2.1908902300206643
ROI,4,5,4,3,6,4,4.4,1.140175425099138
P_to_B,7,4,2,6,4,4,4.6,1.9493588689617927
ROA,5,7,6,4,5,5,5.4,1.1401754250991378
Return_ratio_without_risk,10,8,10,15,8,8,10.2,2.863564212655271
Operating_profit_margin,14,13,15,8,11,8,12.2,2.7748873851023212
P_to_S,8,31,23,25,26,8,22.6,8.677557259966656
Cash_to_total_assets_ratio,9,11,8,10,9,9,9.4,1.1401754250991378
EPS,11,16,9,13,14,9,12.6,2.701851217221259
Net_profit_margin,12,10,12,9,10,10,10.6,1.3416407864998738
DPS,21,20,11,18,16,11,17.2,3.96232255123179
Profit_margin_before_interest_and_taxes,16,12,14,11,12,12,13.0,2.0
Gross_profit_margin,18,15,16,12,13,12,14.8,2.3874672772626644
Current_assets_ratio,13,9,13,14,15,13,12.8,2.2803508501982757
Total_income_growth,17,14,18,17,18,17,16.8,1.6431676725154982
EPS_growth,19,18,19,16,17,19,17.8,1.3038404810405297
DuPont_Ratio,20,19,20,19,19,19,19.4,0.5477225575051661
Fixed_asset_turnover,26,21,17,21,20,21,21.0,3.24037034920393
Quick_Ratio,23,27,31,24,21,21,25.2,3.8987177379235853
Stock_market_value,28,17,21,22,22,22,22.0,3.9370039370059056
Liquidity_ratios,22,33,35,32,36,22,31.6,5.594640292279745
Current_ratio,25,28,32,31,23,23,27.8,3.8340579025361627
Profit_margin_growth_rate,24,23,22,20,24,24,22.6,1.6733200530681511
Net_profit_to_Gross_profit,33,32,24,26,30,24,29.0,3.872983346207417
Net_profit_to_sale,32,24,25,23,25,25,25.8,3.5637059362410923
Operating_profit_to_sale,35,30,26,28,29,26,29.6,3.361547262794322
Net_working_capital,34,22,27,27,31,27,28.2,4.54972526643093
P_to_E,27,29,30,35,32,27,30.6,3.049590136395381
Equity_Ratio,31,26,29,29,28,29,28.6,1.816590212458495
Debt_to_equity_ratio,30,25,28,30,27,30,28.0,2.1213203435596424
Average_payment_period,29,34,33,33,33,33,32.4,1.9493588689617927
Sale_to_current_assets,36,42,34,34,35,34,36.2,3.346640106136302
Working_capital_return,37,35,36,37,37,37,36.4,0.8944271909999159
Total_asset_turnover,38,36,37,38,38,38,37.4,0.8944271909999159
Capital,40,43,38,39,42,38,40.4,2.073644135332772
Operating_cash_flow_to_sales,15,39,39,36,34,39,32.6,10.064790112068906
Net_return_on_working_capital,42,40,41,41,40,40,40.8,0.8366600265340756
Longterm_debt_to_equity_ratio,39,45,40,40,43,40,41.4,2.5099800796022267
Cash_flow_returns_to_sales,41,41,44,45,39,41,42.0,2.449489742783178
Cost_to_sales_ratio,43,38,43,44,45,43,42.6,2.7018512172212596
Current_debt_to_total_debt_Ratio,44,44,42,43,41,44,42.8,1.3038404810405297
Debt_to_total_assets_ratio,45,37,45,42,44,45,42.6,3.361547262794322
