Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,6,1,5,1,1,1,2.8,2.4899799195977463
P_to_B,1,4,1,4,7,1,3.4,2.5099800796022267
Net_profit_to_Gross_profit,4,8,2,6,3,2,4.6,2.4083189157584592
Net_profit_to_sale,5,7,4,8,2,2,5.2,2.3874672772626644
Equity_Ratio,14,13,15,2,16,2,12.0,5.70087712549569
Operating_profit_to_sale,3,9,3,7,4,3,5.2,2.6832815729997477
Debt_to_equity_ratio,15,14,16,3,17,3,13.0,5.70087712549569
Operating_cash_flow_to_sales,2,5,7,9,5,5,5.6,2.6076809620810595
Capital,7,6,6,5,6,6,6.0,0.7071067811865476
Stock_market_value,8,10,9,10,8,8,9.0,1.0
Net_working_capital,9,11,8,11,9,9,9.6,1.3416407864998738
Cost_to_sales_ratio,10,28,11,19,12,10,16.0,7.582875444051551
Longterm_debt_to_equity_ratio,19,17,20,15,10,10,16.2,3.96232255123179
Current_ratio,12,2,10,12,11,12,9.4,4.219004621945797
Net_profit_margin,28,12,29,25,32,12,25.2,7.791020472312981
Quick_Ratio,11,3,12,13,13,13,10.4,4.219004621945797
Gross_profit_margin,27,42,13,24,15,13,24.2,11.562871615649808
Return_from_market,13,26,28,41,38,13,29.2,11.077003204838391
Fixed_asset_turnover,21,20,22,18,14,14,19.0,3.1622776601683795
Profit_margin_growth_rate,18,19,27,14,21,14,19.8,4.764451699828638
ROE,16,23,14,26,20,14,19.8,4.919349550499537
DPS,23,27,21,16,25,16,22.4,4.219004621945797
Profit_margin_before_interest_and_taxes,36,16,38,35,43,16,33.6,10.310189135025603
Cash_flow_returns_to_sales,44,38,17,29,19,17,29.4,11.717508267545622
P_to_S,17,41,25,28,37,17,29.6,9.581231653602789
Sale_to_current_assets,30,35,18,17,18,18,23.6,8.324662155306964
ROA,41,18,35,27,31,18,30.4,8.648699324175862
Liquidity_ratios,20,15,19,20,24,20,19.6,3.2093613071762426
Current_assets_ratio,25,21,39,31,27,21,28.6,6.841052550594828
Total_asset_turnover,33,29,43,21,39,21,33.0,8.602325267042627
Net_return_on_working_capital,22,22,24,30,22,22,24.0,3.4641016151377544
P_to_E,32,30,36,22,41,22,32.2,7.085195833567341
EPS,24,34,23,23,33,23,27.4,5.594640292279745
Return_ratio_without_risk,29,43,33,39,23,23,33.4,7.92464510246358
Sales_growth_rate,39,24,32,37,30,24,32.4,5.941380311005179
Current_debt_to_total_debt_Ratio,35,25,31,45,40,25,35.2,7.758865896508329
Operating_profit_margin,43,37,26,33,26,26,33.0,7.314369419163897
Operating_assets_Ratio,26,40,37,42,28,26,34.6,7.197221686178632
Cash_to_total_assets_ratio,42,39,45,38,29,29,38.6,6.024948132556827
ROI,40,31,41,34,45,31,38.2,5.630275304103699
Average_payment_period,31,32,30,32,34,32,31.8,1.4832396974191326
Debt_to_total_assets_ratio,45,33,34,36,35,33,36.6,4.827007354458868
Working_capital_return,34,36,42,44,36,36,38.4,4.33589667773576
EPS_growth,38,45,40,40,42,40,41.0,2.6457513110645907
Total_income_growth,37,44,44,43,44,44,42.4,3.049590136395381
