Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,5,2,2,3,2,2,2.8,1.3038404810405297
ROA,6,3,3,4,3,3,3.8,1.3038404810405297
P_to_B,4,5,4,6,6,4,5.0,1.0
Operating_assets_Ratio,2,4,5,5,5,5,4.2,1.3038404810405297
Sales_growth_rate,3,6,6,2,7,6,4.8,2.16794833886788
ROE,7,7,7,7,4,7,6.4,1.3416407864998738
Cash_to_total_assets_ratio,8,8,9,10,9,8,8.8,0.8366600265340756
Net_profit_margin,10,9,13,8,11,8,10.2,1.9235384061671346
P_to_S,28,30,8,33,25,8,24.8,9.833615815151617
DPS,13,18,15,16,10,10,14.4,3.0495901363953815
Operating_cash_flow_to_sales,35,34,10,36,38,10,30.6,11.610340218959994
EPS,9,11,11,11,8,11,10.0,1.4142135623730951
Operating_profit_margin,11,10,12,9,12,12,10.8,1.3038404810405297
Profit_margin_before_interest_and_taxes,12,13,16,12,13,12,13.2,1.6431676725154982
Gross_profit_margin,15,22,14,13,14,14,15.6,3.646916505762094
Fixed_asset_turnover,14,17,19,25,22,14,19.4,4.277849927241488
Average_payment_period,37,38,40,14,35,14,32.8,10.66302021005306
DuPont_Ratio,16,14,17,15,15,15,15.4,1.1401754250991378
Net_profit_to_sale,18,16,20,17,19,16,18.0,1.5811388300841898
Stock_market_value,17,12,22,18,18,18,17.4,3.5777087639996634
Net_profit_to_Gross_profit,19,20,23,19,20,19,20.2,1.6431676725154982
Sale_to_current_assets,20,15,18,20,26,20,19.8,4.024922359499621
Operating_profit_to_sale,21,19,24,21,21,21,21.2,1.7888543819998317
Total_income_growth,30,21,35,27,28,21,28.2,5.06951674225463
Debt_to_equity_ratio,23,23,25,23,16,23,22.0,3.4641016151377544
Equity_Ratio,24,24,26,22,17,24,22.6,3.4351128074635335
Profit_margin_growth_rate,22,28,28,24,24,24,25.2,2.6832815729997477
Net_working_capital,25,25,27,26,23,25,25.2,1.4832396974191326
P_to_E,26,31,33,30,29,26,29.8,2.588435821108957
EPS_growth,33,26,39,29,31,26,31.6,4.878524367060187
Current_assets_ratio,27,27,21,38,27,27,28.0,6.164414002968976
Current_ratio,38,40,29,39,37,29,36.6,4.393176527297759
Capital,29,32,32,31,30,32,30.8,1.3038404810405297
Working_capital_return,34,35,38,37,32,32,35.2,2.3874672772626644
Liquidity_ratios,32,43,37,35,33,32,36.0,4.358898943540674
Debt_to_total_assets_ratio,31,29,34,28,34,34,31.2,2.7748873851023217
Cost_to_sales_ratio,36,36,31,32,39,36,34.8,3.271085446759225
Return_ratio_without_risk,41,33,36,34,36,36,36.0,3.082207001484488
Total_asset_turnover,40,41,42,40,40,40,40.6,0.8944271909999159
Quick_Ratio,39,42,30,41,41,41,38.6,4.9295030175464944
Net_return_on_working_capital,42,39,43,43,42,42,41.8,1.6431676725154982
Cash_flow_returns_to_sales,43,37,45,44,44,44,42.6,3.209361307176242
Current_debt_to_total_debt_Ratio,44,45,44,45,43,44,44.2,0.8366600265340756
Longterm_debt_to_equity_ratio,45,44,41,42,45,45,43.4,1.816590212458495
