Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,2,1,1,7,1,1,2.4,2.6076809620810595
Net_profit_to_Gross_profit,3,2,3,2,2,2,2.4,0.5477225575051661
Net_profit_to_sale,6,3,5,3,6,3,4.6,1.51657508881031
Operating_profit_to_sale,4,6,4,1,3,4,3.6,1.816590212458495
Operating_cash_flow_to_sales,8,4,2,4,4,4,4.4,2.1908902300206643
Capital,1,5,6,5,5,5,4.4,1.9493588689617927
P_to_B,7,9,8,6,11,6,8.2,1.9235384061671346
Net_working_capital,5,7,7,8,9,7,7.2,1.4832396974191326
Equity_Ratio,13,17,12,14,7,7,12.6,3.646916505762094
Debt_to_equity_ratio,14,18,13,15,8,8,13.6,3.646916505762094
Stock_market_value,10,8,9,9,10,9,9.2,0.8366600265340756
Current_ratio,9,10,10,10,12,10,10.2,1.0954451150103324
Quick_Ratio,11,11,11,11,14,11,11.6,1.3416407864998738
Liquidity_ratios,12,12,25,22,13,12,16.8,6.220932405998316
ROE,20,23,14,13,16,13,17.2,4.207136793592526
Sale_to_current_assets,36,14,26,32,17,14,25.0,9.433981132056603
Profit_margin_growth_rate,15,24,29,20,22,15,22.0,5.1478150704935
Cost_to_sales_ratio,16,16,18,16,15,16,16.2,1.0954451150103321
Net_profit_margin,17,35,17,29,31,17,25.8,8.318653737234168
Longterm_debt_to_equity_ratio,19,13,16,18,18,18,16.8,2.3874672772626644
EPS,26,20,19,19,19,19,20.6,3.049590136395381
DPS,25,22,20,17,20,20,20.8,2.949576240750525
Fixed_asset_turnover,21,15,21,12,26,21,19.0,5.522680508593631
Current_assets_ratio,41,21,15,30,21,21,25.6,10.13903348450926
Net_return_on_working_capital,22,25,22,21,39,22,25.8,7.52994023880668
Gross_profit_margin,34,19,23,27,23,23,25.2,5.674504383644443
Return_from_market,23,27,35,23,29,23,27.4,4.979959839195493
P_to_E,18,29,24,28,24,24,24.6,4.33589667773576
Cash_flow_returns_to_sales,35,31,39,24,44,24,34.6,7.635443667528429
Working_capital_return,24,40,43,41,27,24,35.0,8.803408430829505
Cash_to_total_assets_ratio,32,26,38,45,25,25,33.2,8.408329203831164
P_to_S,38,34,27,26,28,26,30.6,5.176871642217914
Sales_growth_rate,27,33,32,44,43,27,35.8,7.395944834840239
ROA,28,32,37,38,35,28,34.0,4.06201920231798
Operating_profit_margin,45,28,33,39,34,28,35.8,6.457553716385176
Total_asset_turnover,30,30,28,25,30,30,28.6,2.1908902300206643
Average_payment_period,33,38,34,31,32,31,33.6,2.7018512172212596
Profit_margin_before_interest_and_taxes,29,36,36,35,45,36,36.2,5.718391382198319
EPS_growth,37,37,41,34,38,37,37.4,2.5099800796022267
ROI,39,39,44,43,41,39,41.2,2.280350850198276
Operating_assets_Ratio,40,43,40,33,36,40,38.4,3.9115214431215892
Current_debt_to_total_debt_Ratio,42,42,31,36,33,42,36.8,5.06951674225463
Total_income_growth,43,41,42,37,42,42,41.0,2.345207879911715
Return_ratio_without_risk,44,44,30,42,40,44,40.0,5.830951894845301
Debt_to_total_assets_ratio,31,45,45,40,37,45,39.6,5.8991524815010505
