Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
Sales_growth_rate,2,3,5,2,2,2,2.8,1.3038404810405297
ROI,3,2,3,3,3,3,2.8,0.44721359549995787
ROE,5,5,2,4,4,4,4.0,1.224744871391589
ROA,4,4,4,5,5,4,4.4,0.5477225575051662
P_to_B,6,7,6,6,6,6,6.2,0.44721359549995787
Operating_assets_Ratio,7,6,7,7,7,7,6.8,0.44721359549995787
Cash_to_total_assets_ratio,8,10,9,8,9,8,8.8,0.8366600265340756
P_to_S,30,8,28,31,29,8,25.2,9.67987603226405
Net_profit_margin,9,9,10,10,8,9,9.2,0.8366600265340756
Operating_profit_margin,10,11,14,15,12,10,12.4,2.073644135332772
DuPont_Ratio,11,12,12,11,14,11,12.0,1.224744871391589
DPS,16,19,11,12,15,11,14.6,3.2093613071762426
EPS,13,13,8,9,10,13,10.6,2.3021728866442674
Profit_margin_before_interest_and_taxes,12,14,13,13,11,13,12.6,1.1401754250991378
Total_income_growth,29,34,31,14,28,14,27.2,7.726577508832744
Sale_to_current_assets,32,26,15,19,17,15,21.8,7.049822692805827
Gross_profit_margin,14,18,16,20,16,16,16.8,2.2803508501982757
EPS_growth,36,40,37,17,35,17,33.0,9.137833441248533
Current_assets_ratio,24,32,18,26,18,18,23.6,5.89915248150105
Return_ratio_without_risk,35,29,27,18,41,18,30.0,8.660254037844387
Net_return_on_working_capital,22,31,29,27,19,19,25.6,4.979959839195493
Stock_market_value,15,20,19,23,20,20,19.4,2.8809720581775866
Net_profit_to_Gross_profit,20,24,21,28,22,20,23.0,3.1622776601683795
Net_profit_to_sale,19,21,20,24,21,21,21.0,1.8708286933869707
Debt_to_equity_ratio,17,16,23,21,23,23,20.0,3.3166247903554
Equity_Ratio,18,17,24,22,24,24,21.0,3.3166247903554
Operating_profit_to_sale,21,25,22,29,25,25,24.4,3.1304951684997055
Current_ratio,25,38,30,41,39,25,34.6,6.8044103344816
Profit_margin_growth_rate,26,30,26,16,27,26,25.0,5.291502622129181
Liquidity_ratios,37,39,41,34,26,26,35.4,5.856620185738529
Fixed_asset_turnover,28,28,17,25,13,28,22.2,6.833739825307955
Net_working_capital,23,27,25,30,30,30,27.0,3.082207001484488
Debt_to_total_assets_ratio,40,35,44,37,31,31,37.4,4.9295030175464944
P_to_E,27,36,32,32,33,32,32.0,3.24037034920393
Working_capital_return,34,37,35,33,32,32,34.2,1.9235384061671343
Capital,33,33,33,39,36,33,34.8,2.6832815729997477
Average_payment_period,38,23,36,36,37,36,34.0,6.2048368229954285
Quick_Ratio,31,41,34,38,38,38,36.4,3.9115214431215892
Operating_cash_flow_to_sales,39,15,40,35,40,40,33.8,10.709808588392232
Total_asset_turnover,41,42,38,40,42,42,40.6,1.6733200530681511
Cost_to_sales_ratio,43,22,43,42,34,43,36.8,9.093954035511725
Longterm_debt_to_equity_ratio,45,43,45,43,44,43,44.0,1.0
Current_debt_to_total_debt_Ratio,44,44,42,44,45,44,43.8,1.0954451150103321
Cash_flow_returns_to_sales,42,45,39,45,43,45,42.8,2.4899799195977463
