Features,1,2,3,4,5,Mode,Mean,Std
DuPont_Ratio,7,1,1,5,1,1,3.0,2.8284271247461903
Net_profit_to_sale,5,4,6,1,3,1,3.8,1.9235384061671346
Net_profit_to_Gross_profit,2,2,5,3,5,2,3.4,1.5165750888103102
Current_ratio,8,9,2,13,6,2,7.6,4.03732584763727
Operating_cash_flow_to_sales,27,14,23,2,15,2,16.2,9.628083921528727
Capital,3,3,4,6,2,3,3.6,1.51657508881031
Quick_Ratio,9,10,3,14,7,3,8.6,4.03732584763727
Operating_profit_to_sale,1,5,7,4,4,4,4.2,2.16794833886788
P_to_B,6,7,9,7,8,7,7.4,1.1401754250991378
Net_working_capital,4,8,10,8,10,8,8.0,2.449489742783178
Stock_market_value,10,6,8,9,9,9,8.4,1.51657508881031
Equity_Ratio,12,12,11,11,13,11,11.8,0.8366600265340756
Current_assets_ratio,25,11,13,16,22,11,17.4,5.941380311005179
Net_profit_margin,29,26,14,15,11,11,19.0,7.968688725254614
Debt_to_equity_ratio,13,13,12,12,14,12,12.8,0.8366600265340756
Profit_margin_growth_rate,15,15,16,19,17,15,16.4,1.6733200530681511
ROA,32,30,15,20,16,15,22.6,7.92464510246358
Fixed_asset_turnover,16,22,28,18,38,16,24.4,8.87693640846886
Cost_to_sales_ratio,38,16,24,23,32,16,26.6,8.532291603080617
Average_payment_period,17,25,37,17,21,17,23.4,8.294576541331088
Sales_growth_rate,34,19,17,39,24,17,26.6,9.555103348473002
ROE,19,18,30,31,34,18,26.4,7.3688533707762165
Return_ratio_without_risk,30,31,18,38,26,18,28.6,7.3348483283569
Operating_profit_margin,18,43,45,36,18,18,32.0,13.209844813622906
Sale_to_current_assets,28,29,19,32,19,19,25.4,6.024948132556827
Liquidity_ratios,11,23,20,21,20,20,19.0,4.636809247747852
Net_return_on_working_capital,20,20,26,24,44,20,26.8,9.959919678390985
Longterm_debt_to_equity_ratio,21,17,21,10,23,21,18.4,5.176871642217914
Cash_flow_returns_to_sales,22,21,39,34,42,21,31.6,9.6591925128346
Profit_margin_before_interest_and_taxes,37,36,22,22,12,22,25.8,10.592450141492288
Total_income_growth,24,34,27,33,39,24,31.4,5.941380311005179
DPS,35,33,31,40,25,25,32.8,5.495452665613635
ROI,43,40,25,30,31,25,33.8,7.463243262818116
P_to_E,26,44,34,28,29,26,32.2,7.224956747275376
EPS,36,27,40,44,33,27,36.0,6.519202405202649
Gross_profit_margin,14,28,33,27,28,28,26.0,7.106335201775948
Total_asset_turnover,23,24,29,29,30,29,27.0,3.24037034920393
P_to_S,31,32,32,25,37,32,31.4,4.277849927241488
EPS_growth,33,41,35,37,45,33,38.2,4.8166378315169185
Cash_to_total_assets_ratio,39,38,36,35,35,35,36.6,1.816590212458495
Current_debt_to_total_debt_Ratio,40,42,38,45,43,38,41.6,2.701851217221259
Operating_assets_Ratio,41,37,42,42,41,41,40.6,2.073644135332772
Return_from_market,44,39,41,41,40,41,41.0,1.8708286933869707
Debt_to_total_assets_ratio,42,35,43,43,36,43,39.8,3.96232255123179
Working_capital_return,45,45,44,26,27,45,37.4,9.964938534682489
