Features,1,2,3,4,5,Mode,Mean,Std
P_to_B,1,1,1,5,1,1,1.8,1.788854381999832
DuPont_Ratio,2,8,2,1,2,2,3.0,2.8284271247461903
Operating_cash_flow_to_sales,29,2,32,22,27,2,22.4,11.970797801316333
Current_ratio,3,31,17,12,18,3,16.2,10.183319694480772
Net_profit_to_Gross_profit,4,7,3,2,4,4,4.0,1.8708286933869707
Net_profit_to_sale,5,5,4,4,3,4,4.2,0.8366600265340756
Cost_to_sales_ratio,14,4,20,16,12,4,13.2,5.93295878967653
Operating_profit_to_sale,6,6,5,3,5,5,5.0,1.224744871391589
Capital,8,3,6,6,6,6,5.8,1.788854381999832
Net_working_capital,9,9,7,7,7,7,7.8,1.0954451150103321
Quick_Ratio,7,32,16,13,14,7,16.4,9.343446901438464
Stock_market_value,10,11,9,8,8,8,9.2,1.3038404810405297
Longterm_debt_to_equity_ratio,24,25,8,19,21,8,19.4,6.8044103344816005
Equity_Ratio,12,14,11,9,9,9,11.0,2.1213203435596424
Debt_to_equity_ratio,11,15,12,10,10,10,11.6,2.073644135332772
Sale_to_current_assets,18,21,10,14,24,10,17.4,5.5497747702046425
Liquidity_ratios,13,10,14,11,11,11,11.8,1.6431676725154982
Fixed_asset_turnover,15,36,13,18,15,15,19.4,9.44986772394196
Gross_profit_margin,16,13,15,23,16,16,16.6,3.7815340802378072
ROE,17,12,21,17,13,17,16.0,3.605551275463989
Return_from_market,25,19,18,32,17,17,22.2,6.300793600809346
EPS,27,18,34,31,36,18,29.2,7.12039324756716
Return_ratio_without_risk,21,22,19,21,19,19,20.4,1.3416407864998738
Sales_growth_rate,19,39,29,26,33,19,29.2,7.496665925596525
Profit_margin_growth_rate,20,17,22,15,20,20,18.8,2.7748873851023212
Current_assets_ratio,36,20,23,20,39,20,27.6,9.181503144910424
P_to_E,22,29,24,33,23,22,26.2,4.658325879540846
ROA,39,30,37,24,44,24,34.8,7.854934754662192
Working_capital_return,37,33,43,25,32,25,34.0,6.6332495807108
Net_return_on_working_capital,26,27,26,36,22,26,27.4,5.176871642217914
Operating_profit_margin,32,26,27,37,28,26,30.0,4.527692569068709
Operating_assets_Ratio,44,41,40,45,26,26,39.2,7.661592523751182
P_to_S,28,24,28,29,25,28,26.8,2.16794833886788
Current_debt_to_total_debt_Ratio,38,34,36,43,29,29,36.0,5.1478150704935
Total_asset_turnover,31,40,33,30,30,30,32.8,4.207136793592526
DPS,30,16,31,28,31,31,27.2,6.3796551630946325
Average_payment_period,34,28,35,34,34,34,33.0,2.8284271247461903
Cash_flow_returns_to_sales,23,35,25,35,41,35,31.8,7.563068160475615
Profit_margin_before_interest_and_taxes,41,43,45,39,37,37,41.0,3.1622776601683795
EPS_growth,45,42,41,38,43,38,41.8,2.588435821108957
Cash_to_total_assets_ratio,40,37,44,40,40,40,40.2,2.489979919597747
ROI,42,23,42,41,35,42,36.6,8.142481194328914
Total_income_growth,43,38,39,42,42,42,40.8,2.16794833886788
Debt_to_total_assets_ratio,35,44,30,44,38,44,38.2,6.016643582596529
Net_profit_margin,33,45,38,27,45,45,37.6,7.797435475847171
