Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
P_to_B,2,2,3,2,2,2,2.2,0.4472135954999579
Operating_assets_Ratio,5,3,4,3,4,3,3.8,0.8366600265340756
Sales_growth_rate,7,4,2,4,3,4,4.0,1.8708286933869707
ROI,4,5,5,5,5,5,4.8,0.44721359549995787
ROA,6,6,6,6,6,6,6.0,0.0
P_to_S,8,7,7,7,7,7,7.2,0.44721359549995787
ROE,3,8,8,8,8,8,7.0,2.23606797749979
EPS,9,9,10,10,9,9,9.4,0.5477225575051662
Cash_to_total_assets_ratio,12,11,9,9,12,9,10.6,1.51657508881031
DPS,10,10,15,12,11,10,11.6,2.073644135332772
Net_profit_margin,11,12,14,13,19,11,13.8,3.1144823004794873
DuPont_Ratio,16,17,13,11,20,11,15.4,3.5071355833500366
Operating_profit_margin,13,13,16,16,17,13,15.0,1.8708286933869707
Profit_margin_before_interest_and_taxes,14,22,19,18,21,14,18.8,3.1144823004794873
Cost_to_sales_ratio,15,21,18,30,24,15,21.6,5.770615218501403
Sale_to_current_assets,27,15,24,31,25,15,24.4,5.89915248150105
Fixed_asset_turnover,26,16,35,27,23,16,25.4,6.877499545619759
Stock_market_value,17,14,17,17,10,17,15.0,3.082207001484488
Debt_to_equity_ratio,18,18,11,14,29,18,18.0,6.819090848492928
Operating_cash_flow_to_sales,23,20,30,26,18,18,23.4,4.774934554525329
Equity_Ratio,19,19,12,15,30,19,19.0,6.819090848492928
Net_profit_to_sale,20,24,20,19,14,20,19.4,3.5777087639996634
Profit_margin_growth_rate,31,23,29,20,28,20,26.2,4.54972526643093
Operating_profit_to_sale,21,25,22,22,15,22,21.0,3.6742346141747673
Net_profit_to_Gross_profit,22,27,23,23,16,23,22.2,3.96232255123179
Gross_profit_margin,24,30,28,24,26,24,26.4,2.6076809620810595
Net_working_capital,25,28,27,25,13,25,23.6,6.06630035524124
Total_income_growth,34,29,25,28,32,25,29.6,3.5071355833500366
P_to_E,30,26,38,33,31,26,31.6,4.393176527297759
EPS_growth,39,32,26,35,34,26,33.2,4.764451699828639
Current_ratio,41,40,34,29,39,29,36.6,5.029910535983716
Return_ratio_without_risk,29,31,31,21,22,31,26.8,4.919349550499537
Debt_to_total_assets_ratio,28,39,32,32,35,32,33.2,4.08656334834051
Longterm_debt_to_equity_ratio,32,43,40,42,45,32,40.4,5.029910535983716
Working_capital_return,33,33,33,34,36,33,33.8,1.3038404810405297
Current_assets_ratio,36,37,43,39,33,33,37.6,3.714835124201342
Capital,35,35,37,36,27,35,34.0,4.0
Total_asset_turnover,40,36,39,41,38,36,38.8,1.9235384061671343
Average_payment_period,37,38,21,40,37,37,34.6,7.700649323271382
Liquidity_ratios,38,34,41,37,41,41,38.2,2.9495762407505253
Quick_Ratio,42,42,36,38,40,42,39.6,2.6076809620810595
Net_return_on_working_capital,43,41,42,43,42,42,42.2,0.8366600265340756
Cash_flow_returns_to_sales,45,44,45,44,43,44,44.2,0.8366600265340756
Current_debt_to_total_debt_Ratio,44,45,44,45,44,44,44.4,0.5477225575051661
