Features,1,2,3,4,5,Mode,Mean,Std
P_to_B,1,1,1,1,2,1,1.2,0.4472135954999579
DuPont_Ratio,8,2,5,10,1,1,5.2,3.8340579025361627
Net_profit_to_Gross_profit,2,4,3,3,3,3,3.0,0.7071067811865476
Operating_profit_to_sale,3,3,4,2,4,3,3.2,0.8366600265340756
Net_profit_to_sale,4,5,2,4,5,4,4.0,1.224744871391589
Net_working_capital,7,12,6,5,8,5,7.6,2.701851217221259
Current_ratio,10,6,12,8,6,6,8.4,2.6076809620810595
Capital,5,7,9,6,7,7,6.8,1.4832396974191329
Operating_cash_flow_to_sales,30,23,8,31,27,8,23.8,9.364827814754525
Stock_market_value,6,8,7,9,9,9,7.8,1.3038404810405297
Quick_Ratio,9,9,14,7,10,9,9.8,2.588435821108957
Debt_to_equity_ratio,13,10,10,12,11,10,11.2,1.3038404810405297
Equity_Ratio,12,11,11,13,12,11,11.8,0.8366600265340756
Liquidity_ratios,14,13,20,11,13,13,14.2,3.420526275297414
Gross_profit_margin,16,20,13,23,17,13,17.8,3.8340579025361627
ROE,19,15,17,14,21,14,17.2,2.8635642126552705
Fixed_asset_turnover,17,14,15,15,25,15,17.2,4.494441010848846
Return_from_market,15,18,25,19,15,15,18.4,4.098780306383839
Longterm_debt_to_equity_ratio,11,16,18,16,23,16,16.8,4.324349662087931
Profit_margin_growth_rate,21,17,38,17,20,17,22.6,8.792041856133306
Cost_to_sales_ratio,18,22,16,18,14,18,17.6,2.9664793948382653
Sale_to_current_assets,40,39,23,28,18,18,29.6,9.710818709048171
Current_assets_ratio,28,29,33,22,19,19,26.2,5.630275304103699
Operating_profit_margin,31,27,19,33,29,19,27.8,5.403702434442518
Cash_flow_returns_to_sales,22,21,26,21,22,21,22.4,2.0736441353327724
P_to_S,35,30,21,29,33,21,29.6,5.366563145999495
P_to_E,20,19,24,24,16,24,20.6,3.4351128074635335
DPS,25,28,31,26,24,24,26.8,2.7748873851023212
Current_debt_to_total_debt_Ratio,39,24,32,38,43,24,35.2,7.395944834840238
Net_return_on_working_capital,26,25,28,25,35,25,27.8,4.207136793592526
Net_profit_margin,23,26,41,32,26,26,29.6,7.162401831787993
Total_asset_turnover,34,41,29,27,30,27,32.2,5.540758070878028
Cash_to_total_assets_ratio,27,45,43,35,38,27,37.6,7.127411872482185
EPS,29,32,34,30,28,28,30.6,2.4083189157584592
Return_ratio_without_risk,41,31,30,20,31,31,30.6,7.436396977031283
ROA,44,35,45,40,32,32,39.2,5.630275304103699
Sales_growth_rate,33,34,39,42,34,34,36.4,3.9115214431215892
Profit_margin_before_interest_and_taxes,38,36,36,43,40,36,38.6,2.9664793948382653
Average_payment_period,37,33,35,37,36,37,35.6,1.6733200530681511
Operating_assets_Ratio,24,37,42,39,37,37,35.8,6.906518659932802
Debt_to_total_assets_ratio,45,38,44,41,39,38,41.4,3.0495901363953815
Total_income_growth,32,42,27,44,42,42,37.4,7.469939758793239
ROI,43,43,40,36,41,43,40.6,2.8809720581775866
Working_capital_return,42,44,37,34,44,44,40.2,4.494441010848846
EPS_growth,36,40,22,45,45,45,37.6,9.50263121456368
