Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,3,2,2,3,2,2.4,0.5477225575051661
Sales_growth_rate,3,5,3,3,2,3,3.2,1.0954451150103321
ROA,4,4,4,4,4,4,4.0,0.0
ROE,5,2,5,5,5,5,4.4,1.3416407864998738
P_to_B,6,6,6,6,6,6,6.0,0.0
Cash_to_total_assets_ratio,7,7,12,7,7,7,8.0,2.23606797749979
Net_profit_margin,8,8,8,8,13,8,9.0,2.23606797749979
EPS,9,9,7,9,8,9,8.4,0.8944271909999159
Operating_assets_Ratio,11,14,16,10,9,9,12.0,2.9154759474226504
Operating_cash_flow_to_sales,33,31,35,28,10,10,27.4,10.064790112068906
Profit_margin_before_interest_and_taxes,12,10,11,11,15,11,11.8,1.9235384061671343
Operating_profit_margin,10,11,9,12,12,12,10.8,1.3038404810405297
DPS,13,12,10,13,14,13,12.4,1.51657508881031
Gross_profit_margin,14,13,13,15,21,13,15.2,3.3466401061363023
Return_ratio_without_risk,17,18,15,14,16,14,16.0,1.5811388300841898
DuPont_Ratio,16,15,14,17,19,14,16.2,1.9235384061671346
Sale_to_current_assets,15,16,25,16,27,16,19.8,5.718391382198319
Profit_margin_growth_rate,23,17,19,18,25,17,20.4,3.4351128074635335
Debt_to_equity_ratio,21,24,17,34,31,17,25.4,7.021395872616783
EPS_growth,18,21,28,26,36,18,25.8,6.942621983083913
Equity_Ratio,22,25,18,35,32,18,26.4,7.021395872616783
Total_income_growth,19,19,26,25,30,19,23.8,4.764451699828638
Net_profit_to_sale,24,20,20,19,17,20,20.0,2.5495097567963922
Operating_profit_to_sale,25,22,21,23,20,20,22.2,1.9235384061671346
Working_capital_return,20,32,31,29,40,20,30.4,7.162401831787993
Debt_to_total_assets_ratio,31,38,40,21,37,21,33.4,7.700649323271382
Net_profit_to_Gross_profit,28,23,22,22,18,22,22.6,3.5777087639996634
Stock_market_value,27,26,23,24,22,22,24.4,2.073644135332772
Fixed_asset_turnover,26,27,24,20,24,24,24.2,2.6832815729997477
Net_working_capital,30,28,27,27,23,27,27.0,2.5495097567963922
Cost_to_sales_ratio,29,34,36,40,28,28,33.4,4.979959839195493
Current_assets_ratio,35,29,29,31,26,29,30.0,3.3166247903554
Liquidity_ratios,36,30,34,33,29,29,32.4,2.8809720581775866
P_to_S,32,33,30,30,11,30,27.2,9.148770409186143
Cash_flow_returns_to_sales,34,35,32,32,42,32,35.0,4.123105625617661
Quick_Ratio,42,40,38,44,34,34,39.6,3.847076812334269
Capital,37,37,33,39,38,37,36.8,2.280350850198276
Average_payment_period,38,39,39,38,39,39,38.6,0.5477225575051661
Net_return_on_working_capital,40,41,41,41,33,41,39.2,3.492849839314596
Longterm_debt_to_equity_ratio,41,42,43,37,41,41,40.8,2.280350850198276
Current_ratio,43,36,37,43,35,43,38.8,3.898717737923586
Total_asset_turnover,39,43,42,45,43,43,42.4,2.1908902300206643
P_to_E,45,44,44,36,44,44,42.6,3.714835124201342
Current_debt_to_total_debt_Ratio,44,45,45,42,45,45,44.2,1.3038404810405297
