Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,2,1,1,1,1,1.2,0.44721359549995804
Operating_assets_Ratio,2,1,2,2,2,2,1.8,0.44721359549995804
P_to_B,3,3,3,3,5,3,3.4,0.8944271909999159
ROI,4,5,4,4,4,4,4.2,0.44721359549995787
ROA,5,6,5,5,6,5,5.4,0.5477225575051661
Sales_growth_rate,6,4,6,7,3,6,5.2,1.6431676725154984
ROE,7,7,7,6,7,7,6.8,0.4472135954999579
Cash_to_total_assets_ratio,8,8,8,8,9,8,8.2,0.4472135954999579
DuPont_Ratio,11,9,10,9,10,9,9.8,0.8366600265340756
Net_profit_margin,12,11,9,10,13,9,11.0,1.5811388300841898
DPS,10,25,15,17,18,10,17.0,5.431390245600108
EPS,9,12,11,12,14,12,11.6,1.816590212458495
Equity_Ratio,13,13,13,13,11,13,12.6,0.8944271909999159
Debt_to_equity_ratio,14,14,14,14,12,14,13.6,0.8944271909999159
Profit_margin_before_interest_and_taxes,15,23,12,15,15,15,16.0,4.123105625617661
Operating_profit_margin,16,26,16,11,16,16,17.0,5.477225575051661
Gross_profit_margin,19,34,25,16,22,16,23.2,6.906518659932803
Stock_market_value,17,10,17,19,21,17,16.8,4.147288270665544
Debt_to_total_assets_ratio,18,33,18,23,28,18,24.0,6.519202405202649
Fixed_asset_turnover,29,19,20,28,36,19,26.4,7.021395872616783
Current_ratio,31,22,29,32,19,19,26.6,5.770615218501403
P_to_E,23,20,34,24,32,20,26.6,6.06630035524124
EPS_growth,35,32,31,20,34,20,30.4,6.024948132556827
Net_profit_to_sale,20,16,21,21,24,21,20.4,2.8809720581775866
Current_assets_ratio,39,21,32,38,35,21,33.0,7.245688373094719
Net_profit_to_Gross_profit,21,17,22,22,25,22,21.4,2.8809720581775866
Sale_to_current_assets,26,31,30,33,23,23,28.6,4.03732584763727
Liquidity_ratios,24,27,24,25,31,24,26.2,2.949576240750525
Profit_margin_growth_rate,32,24,28,31,30,24,29.0,3.1622776601683795
Operating_profit_to_sale,22,18,23,26,26,26,23.0,3.3166247903554
P_to_S,27,29,26,27,8,27,23.4,8.677557259966656
Net_working_capital,25,15,27,29,27,27,24.6,5.5497747702046425
Total_income_growth,28,28,19,18,29,28,24.4,5.412947441089743
Quick_Ratio,30,30,33,30,20,30,28.6,4.979959839195493
Capital,34,36,35,35,39,35,35.8,1.9235384061671343
Total_asset_turnover,36,37,38,39,41,36,38.2,1.9235384061671343
Working_capital_return,37,35,36,34,37,37,35.8,1.3038404810405297
Cash_flow_returns_to_sales,41,42,44,37,45,37,41.8,3.1144823004794873
Return_ratio_without_risk,33,38,37,36,38,38,36.4,2.073644135332772
Net_return_on_working_capital,40,39,39,40,42,39,40.0,1.224744871391589
Average_payment_period,38,40,40,41,17,40,35.2,10.232301793829187
Longterm_debt_to_equity_ratio,42,44,43,42,44,42,43.0,1.0
Operating_cash_flow_to_sales,43,43,41,44,33,43,40.8,4.494441010848846
Cost_to_sales_ratio,45,45,42,43,40,45,43.0,2.1213203435596424
Current_debt_to_total_debt_Ratio,44,41,45,45,43,45,43.6,1.6733200530681511
