Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,2,3,2,2,2,2.2,0.4472135954999579
ROA,3,3,5,3,4,3,3.6,0.8944271909999159
Sales_growth_rate,4,4,4,4,3,4,3.8,0.4472135954999579
P_to_B,5,5,7,5,6,5,5.6,0.8944271909999159
Operating_assets_Ratio,6,6,6,6,5,6,5.8,0.4472135954999579
ROE,7,7,2,7,7,7,6.0,2.23606797749979
Cash_to_total_assets_ratio,8,9,8,8,9,8,8.4,0.5477225575051661
Net_profit_margin,9,10,9,9,11,9,9.6,0.8944271909999159
Operating_profit_margin,10,12,10,11,10,10,10.6,0.8944271909999159
EPS,12,8,11,12,12,12,11.0,1.7320508075688772
Profit_margin_before_interest_and_taxes,11,13,12,10,13,13,11.8,1.3038404810405297
DuPont_Ratio,13,14,17,13,17,13,14.8,2.04939015319192
Gross_profit_margin,14,15,13,15,14,14,14.2,0.8366600265340756
DPS,16,11,14,14,16,14,14.2,2.0493901531919194
Fixed_asset_turnover,15,16,24,16,19,16,18.0,3.6742346141747673
Sale_to_current_assets,17,17,21,17,18,17,18.0,1.7320508075688772
Net_profit_to_sale,21,18,16,18,21,18,18.8,2.16794833886788
Net_profit_to_Gross_profit,23,20,18,19,24,18,20.8,2.588435821108957
Total_income_growth,20,27,26,29,35,20,27.4,5.412947441089743
Average_payment_period,39,36,38,37,20,20,34.0,7.905694150420948
Operating_profit_to_sale,25,21,19,21,25,21,22.2,2.6832815729997477
Stock_market_value,22,19,15,20,22,22,19.6,2.8809720581775866
Profit_margin_growth_rate,24,22,27,26,29,22,25.6,2.701851217221259
Net_working_capital,28,23,20,23,26,23,24.0,3.082207001484488
EPS_growth,27,31,25,34,38,25,31.0,5.244044240850758
Debt_to_equity_ratio,18,25,22,27,27,27,23.8,3.8340579025361627
Equity_Ratio,19,26,23,28,28,28,24.8,3.8340579025361627
Debt_to_total_assets_ratio,29,39,28,36,34,28,33.2,4.658325879540847
Current_assets_ratio,34,29,29,22,31,29,29.0,4.415880433163924
Return_ratio_without_risk,36,30,30,25,40,30,32.2,5.848076606885378
P_to_S,31,28,31,30,8,31,25.6,9.91463564635635
Capital,30,32,34,31,32,32,31.8,1.4832396974191324
P_to_E,32,24,33,32,42,32,32.6,6.387487769068525
Liquidity_ratios,26,33,35,33,23,33,30.0,5.196152422706632
Current_ratio,33,34,36,35,37,33,35.0,1.5811388300841898
Working_capital_return,35,35,32,24,33,35,31.8,4.54972526643093
Quick_Ratio,38,38,37,38,36,38,37.4,0.8944271909999159
Total_asset_turnover,41,37,39,39,39,39,39.0,1.4142135623730951
Operating_cash_flow_to_sales,44,42,40,40,15,40,36.2,11.966620241321273
Longterm_debt_to_equity_ratio,42,40,45,41,41,41,41.8,1.9235384061671343
Cash_flow_returns_to_sales,43,41,41,45,45,41,43.0,2.0
Cost_to_sales_ratio,37,45,42,42,30,42,39.2,5.890670590009257
Net_return_on_working_capital,40,43,44,44,43,43,42.8,1.6431676725154982
Current_debt_to_total_debt_Ratio,45,44,43,43,44,43,43.8,0.8366600265340756
