Features,1,2,3,4,5,Mode,Mean,Std
Return_from_market,1,1,1,1,1,1,1.0,0.0
ROI,2,3,2,2,2,2,2.2,0.44721359549995787
ROA,4,4,3,5,3,3,3.8,0.8366600265340756
Sales_growth_rate,3,2,4,6,4,4,3.8,1.4832396974191326
Operating_assets_Ratio,5,5,5,3,6,5,4.8,1.0954451150103321
P_to_B,7,6,6,4,5,6,5.6,1.1401754250991378
ROE,6,7,7,7,7,7,6.8,0.44721359549995787
Cash_to_total_assets_ratio,8,9,8,9,10,8,8.8,0.8366600265340756
Net_profit_margin,9,10,9,8,11,9,9.4,1.140175425099138
EPS,11,13,12,11,8,11,11.0,1.8708286933869707
Operating_profit_margin,10,11,11,13,12,11,11.4,1.1401754250991378
Profit_margin_before_interest_and_taxes,12,12,10,12,13,12,11.8,1.0954451150103321
Stock_market_value,13,14,13,10,15,13,13.0,1.8708286933869707
Net_profit_to_sale,16,18,15,14,19,14,16.4,2.0736441353327724
Gross_profit_margin,14,15,14,25,14,14,16.4,4.827007354458868
Operating_profit_to_sale,18,20,19,15,21,15,18.6,2.3021728866442674
Fixed_asset_turnover,22,33,25,16,16,16,22.4,7.092249290598858
Average_payment_period,35,16,36,34,38,16,31.8,8.955445270895243
DuPont_Ratio,15,17,16,19,17,17,16.8,1.4832396974191324
DPS,17,22,17,21,9,17,17.2,5.118593556827891
Profit_margin_growth_rate,23,26,27,28,18,18,24.4,4.03732584763727
Net_profit_to_Gross_profit,19,19,18,17,22,19,19.0,1.8708286933869707
Net_working_capital,20,21,20,18,20,20,19.8,1.0954451150103324
Current_assets_ratio,25,40,30,20,24,20,27.8,7.694153624668537
Equity_Ratio,29,28,22,24,31,22,26.8,3.7013511046643495
Total_income_growth,24,23,29,22,23,23,24.2,2.7748873851023212
P_to_E,32,39,23,29,27,23,30.0,6.0
Return_ratio_without_risk,31,36,24,32,33,24,31.2,4.43846820423443
Sale_to_current_assets,21,29,26,26,25,26,25.4,2.8809720581775866
EPS_growth,26,25,31,27,26,26,27.0,2.345207879911715
P_to_S,28,8,28,30,28,28,24.4,9.208691546577072
Liquidity_ratios,33,41,42,36,29,29,36.2,5.449770637375485
Debt_to_equity_ratio,30,27,21,23,30,30,26.2,4.08656334834051
Cost_to_sales_ratio,39,30,33,40,36,30,35.6,4.159326868617084
Capital,36,31,34,39,40,31,36.0,3.6742346141747673
Debt_to_total_assets_ratio,27,32,32,31,35,32,31.4,2.8809720581775866
Working_capital_return,34,38,35,33,37,33,35.4,2.0736441353327724
Current_ratio,43,34,40,38,34,34,37.8,3.8987177379235853
Quick_Ratio,42,35,38,35,39,35,37.8,2.9495762407505253
Operating_cash_flow_to_sales,38,24,37,37,32,37,33.6,5.856620185738529
Net_return_on_working_capital,37,44,41,42,43,37,41.4,2.7018512172212596
Total_asset_turnover,41,42,39,41,42,41,41.0,1.224744871391589
Cash_flow_returns_to_sales,40,37,43,44,44,44,41.6,3.0495901363953815
Longterm_debt_to_equity_ratio,45,45,44,43,41,45,43.6,1.6733200530681511
Current_debt_to_total_debt_Ratio,44,43,45,45,45,45,44.4,0.8944271909999159
