Features,1,2,3,4,5,Mode,Mean,Std
P_to_B,2,1,1,6,1,1,2.2,2.16794833886788
DuPont_Ratio,1,6,2,1,9,1,3.8,3.5637059362410923
Net_profit_to_Gross_profit,5,3,6,3,2,3,3.8,1.6431676725154984
Capital,7,2,3,8,3,3,4.6,2.701851217221259
Operating_profit_to_sale,8,4,4,4,5,4,5.0,1.7320508075688772
Quick_Ratio,4,17,9,14,18,4,12.4,5.856620185738529
Net_profit_to_sale,6,5,5,2,4,5,4.4,1.51657508881031
Gross_profit_margin,16,13,14,20,6,6,13.8,5.118593556827891
Current_ratio,3,14,7,7,19,7,10.0,6.4031242374328485
Fixed_asset_turnover,18,7,17,11,10,7,12.6,4.722287581247038
Net_working_capital,9,9,8,5,8,8,7.8,1.6431676725154984
Sale_to_current_assets,17,8,19,16,14,8,14.8,4.207136793592526
Stock_market_value,10,10,10,9,7,10,9.2,1.3038404810405297
Liquidity_ratios,19,15,11,10,17,10,14.4,3.8470768123342687
Longterm_debt_to_equity_ratio,11,11,12,15,12,11,12.2,1.6431676725154984
Cost_to_sales_ratio,12,12,21,18,11,12,14.8,4.438468204234429
Debt_to_equity_ratio,14,20,28,12,31,12,21.0,8.366600265340756
ROE,22,18,15,23,13,13,18.2,4.324349662087931
Equity_Ratio,13,19,27,13,30,13,20.4,7.861297602813418
Current_assets_ratio,20,16,13,33,24,13,21.2,7.791020472312981
Profit_margin_growth_rate,15,34,29,22,28,15,25.6,7.300684899377592
EPS,25,24,22,45,15,15,26.2,11.211601134539169
Operating_profit_margin,35,26,34,28,16,16,27.8,7.628892449104261
P_to_E,38,32,16,35,44,16,33.0,10.488088481701515
Sales_growth_rate,42,33,18,19,32,18,28.8,10.183319694480774
Return_from_market,24,25,20,30,20,20,23.8,4.147288270665544
DPS,23,21,26,39,21,21,26.0,7.54983443527075
P_to_S,28,30,32,21,27,21,27.6,4.159326868617084
Total_asset_turnover,32,22,33,31,29,22,29.4,4.393176527297759
Net_return_on_working_capital,34,23,23,24,22,23,25.2,4.969909455915671
Operating_assets_Ratio,27,38,25,41,40,25,34.2,7.596051605933177
Return_ratio_without_risk,37,31,44,25,43,25,36.0,8.06225774829855
Cash_flow_returns_to_sales,26,28,24,26,23,26,25.4,1.9493588689617927
ROI,44,41,30,43,26,26,36.8,8.228000972289685
Working_capital_return,30,27,36,27,25,27,29.0,4.301162633521313
ROA,33,45,41,29,38,29,37.2,6.340346993658944
Operating_cash_flow_to_sales,31,29,31,17,33,31,28.2,6.418722614352485
Total_income_growth,39,43,45,42,34,34,40.6,4.277849927241488
Average_payment_period,29,35,35,38,41,35,35.6,4.449719092257397
Debt_to_total_assets_ratio,41,39,43,37,35,35,39.0,3.1622776601683795
Profit_margin_before_interest_and_taxes,36,40,38,36,39,36,37.8,1.7888543819998317
Current_debt_to_total_debt_Ratio,43,37,39,32,37,37,37.6,3.9749213828703582
Net_profit_margin,21,42,40,40,42,40,37.0,9.0
EPS_growth,40,44,42,44,36,44,41.2,3.3466401061363023
Cash_to_total_assets_ratio,45,36,37,34,45,45,39.4,5.224940191045253
