Features,1,2,3,4,5,Mode,Mean,Std
P_to_B,1,1,7,2,3,1,2.8,2.4899799195977463
Capital,5,2,4,1,6,1,3.6,2.0736441353327724
Net_profit_to_Gross_profit,3,4,2,4,2,2,3.0,1.0
Operating_profit_to_sale,2,3,1,3,4,3,2.6,1.140175425099138
Net_profit_to_sale,4,5,3,5,1,5,3.6,1.6733200530681511
Net_working_capital,6,6,5,7,5,5,5.8,0.8366600265340756
Stock_market_value,7,7,6,8,8,7,7.2,0.8366600265340756
Operating_cash_flow_to_sales,28,31,33,23,7,7,24.4,10.430723848324238
DuPont_Ratio,8,8,8,6,9,8,7.8,1.0954451150103321
Quick_Ratio,9,29,9,19,10,9,15.2,8.786353054595518
Profit_margin_growth_rate,26,14,18,9,16,9,16.6,6.2289646009589745
Cost_to_sales_ratio,23,9,28,25,34,9,23.8,9.257429448826494
Current_ratio,10,28,10,10,11,10,13.8,7.949842765740716
Cash_flow_returns_to_sales,24,30,16,11,22,11,20.6,7.3348483283569
Equity_Ratio,12,10,11,13,12,12,11.6,1.1401754250991378
Sale_to_current_assets,21,12,23,17,32,12,21.0,7.44983221287567
Debt_to_equity_ratio,13,11,12,14,13,13,12.6,1.1401754250991378
Liquidity_ratios,14,20,13,18,14,14,15.8,3.03315017762062
Current_debt_to_total_debt_Ratio,15,17,14,32,20,14,19.6,7.300684899377592
ROE,16,15,17,12,15,15,15.0,1.8708286933869707
Return_from_market,18,16,29,15,17,15,19.0,5.70087712549569
EPS,19,19,30,24,25,19,23.4,4.61519230368573
Fixed_asset_turnover,20,27,19,28,29,19,24.6,4.722287581247038
Operating_profit_margin,29,41,27,20,28,20,29.0,7.582875444051551
Net_profit_margin,33,40,20,45,27,20,33.0,9.974968671630002
Longterm_debt_to_equity_ratio,11,21,21,21,18,21,18.4,4.33589667773576
Net_return_on_working_capital,32,23,24,27,21,21,25.4,4.277849927241487
Current_assets_ratio,22,13,22,22,26,22,21.0,4.795831523312719
Operating_assets_Ratio,36,22,35,29,38,22,32.0,6.519202405202649
P_to_S,27,25,32,30,23,23,27.4,3.646916505762094
Gross_profit_margin,17,24,15,16,24,24,19.2,4.43846820423443
DPS,25,18,26,26,19,26,22.8,3.96232255123179
P_to_E,30,26,41,40,37,26,34.8,6.534523701081816
Total_asset_turnover,31,34,25,31,33,31,30.8,3.492849839314596
Sales_growth_rate,34,36,31,38,43,31,36.4,4.505552130427524
Working_capital_return,44,45,38,39,31,31,39.4,5.594640292279745
Average_payment_period,35,33,34,34,30,34,33.2,1.9235384061671343
Profit_margin_before_interest_and_taxes,40,44,36,36,36,36,38.4,3.5777087639996634
Return_ratio_without_risk,37,37,40,44,35,37,38.6,3.5071355833500366
Debt_to_total_assets_ratio,38,39,45,43,42,38,41.4,2.8809720581775866
EPS_growth,43,38,44,41,45,38,42.2,2.7748873851023217
ROA,39,42,37,42,39,39,39.8,2.16794833886788
Cash_to_total_assets_ratio,41,32,39,35,41,41,37.6,3.974921382870358
Total_income_growth,42,35,42,37,40,42,39.2,3.1144823004794873
ROI,45,43,43,33,44,43,41.6,4.878524367060187
